"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,9763.89524927249,7076.75497067288,13471.3793022144,9.18644670319562,0.164225445768944,8039.41149520984,"index"
"Coastwide",2004,15325.2891351998,11626.0071312245,20201.6465693272,9.63725962752365,0.140951450157118,12683.9597076027,"index"
"Coastwide",2005,12361.2387509947,9648.06378646865,15837.3977246497,9.42232094856212,0.126435189730378,10260.0105304922,"index"
"Coastwide",2006,10203.0545465241,7377.24400197146,14111.2754372128,9.23044241978706,0.16545559814588,8398.78315102331,"index"
"Coastwide",2007,9230.35551057519,6890.60945413868,12364.5757924116,9.13025284361053,0.149154796179114,7622.9943983912,"index"
"Coastwide",2008,6394.96153182343,4462.73994494875,9163.77236809196,8.76326569864277,0.183548018056371,5258.17064698293,"index"
"Coastwide",2009,10033.0031746017,7524.78910248603,13377.2722837258,9.21363525534156,0.146776774794892,8304.24125978796,"index"
"Coastwide",2010,11784.0837908238,9432.47283292007,14721.9751648271,9.37450506867589,0.113569177165623,9822.08134989443,"index"
"Coastwide",2011,8614.44323900596,6692.96384690563,11087.5591166333,9.06119551994454,0.12876942662058,7160.53859724624,"index"
"Coastwide",2012,11062.8348506183,8636.81264965298,14170.3102633553,9.31134655784053,0.12630725480058,9198.6167535004,"index"
"Coastwide",2013,11925.9626634894,8954.14582418656,15884.1042175974,9.3864730389964,0.146227745337261,9840.99664963194,"index"
"Coastwide",2014,19886.7617634847,16187.0333566933,24432.1046805075,9.89780955132775,0.105024256726544,16552.2356635536,"index"
"Coastwide",2015,17926.5345568555,14450.727365499,22238.3713352298,9.79403727166992,0.109970001685535,14967.0168546971,"index"
"Coastwide",2016,17439.118874871,13540.8020741307,22459.7380175064,9.76647117295676,0.129088285733946,14472.394089232,"index"
"Coastwide",2017,13530.1696718138,10728.2710036189,17063.8392045016,9.51267726150112,0.118389713970449,11273.9768740435,"index"
"Coastwide",2018,15513.3149288932,12293.6006391268,19576.2777031381,9.64945396182476,0.118685767151816,12897.2537680412,"index"
"Coastwide",2019,12754.7041347848,9002.74136947468,18070.3266804374,9.45365543428844,0.177743586356595,10494.1182632163,"index"
"Coastwide",2021,9010.46142870347,6822.47216504565,11900.1460459032,9.1061415622437,0.141923214783389,7450.47803744892,"index"
"Coastwide",2022,15564.0523091273,12186.9689560337,19876.9460359804,9.65271919500392,0.124796504126986,12961.0094423573,"index"
"Coastwide",2023,9368.48523862932,7197.97143556176,12193.5070807301,9.14510670139868,0.1344678694261,7785.29104785626,"index"
"Coastwide",2024,6009.59440297965,4452.09158065366,8111.96810174824,8.70111253822689,0.15305549373985,4959.05447633145,"index"
"Coastwide",2025,7579.06286953381,5652.6183707941,10162.0506130642,8.93314483900573,0.149630654475897,6256.59314752121,"index"
