"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,15430.6511249109,7478.30451955189,31839.4354651102,9.64411114310011,0.369572998303776,11090.2526685398,"index"
"Coastwide",2004,23967.2741646762,12325.1337668669,46606.4094516339,10.0844446023419,0.339316821860104,16887.464577116,"index"
"Coastwide",2005,12888.3102936905,6585.85989788686,25221.9975526275,9.46407600073788,0.342555177564777,8975.02131274653,"index"
"Coastwide",2006,10498.0005517316,5179.34274351125,21278.3785591768,9.25894009436812,0.360469200571979,7208.09644982594,"index"
"Coastwide",2007,3879.83675980371,1855.09257951831,8114.49166953854,8.26354835951672,0.376465324589921,2611.63093062083,"index"
"Coastwide",2008,4746.12128685178,2547.91634598373,8840.81901080258,8.46508299226373,0.31737920301795,3295.09778094389,"index"
"Coastwide",2009,5268.49910545983,2744.93883146526,10112.095215402,8.56950080124927,0.332652403980852,3697.0939197851,"index"
"Coastwide",2010,5703.32181442494,2855.05576646456,11393.0803387336,8.64880405853607,0.353045978998856,3979.21955097913,"index"
"Coastwide",2011,7639.86101663886,3774.61005237173,15463.1804461189,8.94113469045568,0.359742493767575,5415.66575395845,"index"
"Coastwide",2012,14077.1391432727,7046.72074709829,28121.711299637,9.55230742321988,0.353062496729365,10064.835893624,"index"
"Coastwide",2013,17108.521721512,8097.847308827,36145.59577783,9.74733196464473,0.381628657234575,12125.6053259147,"index"
"Coastwide",2014,20109.6805811867,10664.1157555712,37921.4988233871,9.90895659905958,0.323637009386326,14481.6215230842,"index"
"Coastwide",2015,17029.6335986959,8718.03894754487,33265.3274722413,9.74271025837513,0.341618857990229,12159.549152676,"index"
"Coastwide",2016,20628.5509529644,11086.3330477029,38383.9374649872,9.93443136380023,0.316823674813009,14530.2699143448,"index"
"Coastwide",2017,27955.5771861723,14356.2369719273,54437.2663491299,10.2383720002221,0.340022697624152,19889.7026579478,"index"
"Coastwide",2018,31066.4624467291,15694.2726445301,61495.3690950694,10.3438841383808,0.348390592223931,22162.6650400571,"index"
"Coastwide",2019,13662.6101925164,6373.0072530724,29290.2408329541,9.52241819777827,0.389084427257821,9405.76336154787,"index"
"Coastwide",2021,8995.76286059025,4978.2105433007,16255.5899836089,9.10450895219266,0.301884718326241,6340.17133318188,"index"
"Coastwide",2022,5420.2224291433,2961.49151517544,9920.2753176376,8.59789213217896,0.308395371688827,3778.5831124305,"index"
"Coastwide",2023,8122.72513858356,4228.51422100124,15603.2734498773,9.00242098505183,0.333075009466045,5632.46789242957,"index"
"Coastwide",2024,6020.73723486432,3070.29397463948,11806.4514833757,8.70296499506791,0.343596314611655,4174.81000435047,"index"
"Coastwide",2025,8537.79034427807,4679.87188885487,15576.0383390932,9.05225751141534,0.306756400524234,5995.37432634448,"index"
