"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,12748.1073266645,9016.70124703381,18023.6913655778,9.45313809460004,0.17668909560156,10346.6996936748,"index"
"Coastwide",2004,12131.2924337897,7869.9389893191,18700.0504468786,9.40354354480217,0.220788728335979,9560.58574360989,"index"
"Coastwide",2005,2560.75281397652,1496.88769301344,4380.72609247498,7.84805656220368,0.273940340843252,2000.75343197864,"index"
"Coastwide",2006,3354.47077911324,1458.22957540947,7716.53133201944,8.11804929601352,0.425044002483146,2526.77740843495,"index"
"Coastwide",2007,758.373947114364,424.349650799212,1355.32347576728,6.63117659791716,0.296239542659528,593.407749854815,"index"
"Coastwide",2008,1591.76706832564,773.304061132884,3276.48919377731,7.37260004183361,0.368337236926586,1193.87565254695,"index"
"Coastwide",2009,1643.1194982917,865.71512344214,3118.62599203722,7.40435184715854,0.326942716566753,1263.1566402216,"index"
"Coastwide",2010,8044.92492817015,5099.81638111846,12690.8132103571,8.99279672789384,0.232574127446943,6499.5011647754,"index"
"Coastwide",2011,7148.19242296061,4288.6259784313,11914.4581907237,8.87461479574919,0.260664544811564,5666.13089235953,"index"
"Coastwide",2012,5597.30358101395,2912.38643832434,10757.4348533422,8.63004025737289,0.333328651212791,4437.13546610129,"index"
"Coastwide",2013,5304.07089895735,2957.40872357292,9512.77646438326,8.57622989884977,0.298046887993103,4166.35175642063,"index"
"Coastwide",2014,4108.83882691342,2455.02377375809,6876.73850086912,8.32089574370755,0.262761981228355,3241.83960737377,"index"
"Coastwide",2015,7656.03406788284,5283.52871447183,11093.8845639343,8.94324938295085,0.189238126448129,6141.15562871766,"index"
"Coastwide",2016,6844.63346598627,3966.29513493974,11811.7804373655,8.83122018858776,0.278389026689978,5365.13488785148,"index"
"Coastwide",2017,4120.01409156124,2339.30403064036,7256.22488241366,8.32361186261958,0.288782409153734,3180.98040781602,"index"
"Coastwide",2018,910.585630092059,318.741868773291,2601.37205357199,6.8140879420734,0.535574308475533,657.009159040353,"index"
"Coastwide",2019,1556.14072454455,616.876767824359,3925.53923391638,7.34996414058755,0.472097891557438,1157.87739653544,"index"
"Coastwide",2021,338.319593853699,108.700152788449,1052.98975805575,5.82399099268379,0.579295232930798,242.25763131678,"index"
"Coastwide",2022,2290.83368199526,1189.94685435673,4410.21289257568,7.73667108357001,0.334193466733455,1755.74189360815,"index"
"Coastwide",2023,2546.17451458205,1401.1320736676,4626.97612919332,7.84234732138024,0.304756369606995,1981.70013951532,"index"
"Coastwide",2024,1790.32889712808,732.217871350271,4377.49157089139,7.49015462336875,0.456169869593872,1300.62751600144,"index"
"Coastwide",2025,1394.07316075686,690.934035230814,2812.7721004414,7.23998507255225,0.358139599319776,1046.74678077299,"index"
