"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,53376.5732642033,39847.7817541487,71498.5489281907,10.8851272257725,0.149138050647226,50193.1589151058,"index"
"Coastwide",2004,55822.3563309625,40542.7499356474,76860.4860619253,10.9299297192227,0.163175176375442,52529.735385651,"index"
"Coastwide",2005,55534.0886628698,43385.6541803676,71084.211172527,10.9247523213265,0.125955480135355,52436.2693213866,"index"
"Coastwide",2006,58535.9467982988,45522.0895549844,75270.2062025203,10.977396319692,0.128289779720918,54939.4876391923,"index"
"Coastwide",2007,45310.6622304479,34743.4612810855,59091.8704141729,10.7212976531017,0.13548768573383,42563.5215651443,"index"
"Coastwide",2008,51010.6554082069,39982.4860755933,65080.6695775536,10.8397898194564,0.124284442099652,48041.7837396339,"index"
"Coastwide",2009,24361.5806430437,18330.1341426119,32377.6469288269,10.1007626065432,0.145135803402373,22605.4235631093,"index"
"Coastwide",2010,29519.1650454473,22462.4462088271,38792.7965137622,10.2927949939461,0.139387692693356,27783.0656166929,"index"
"Coastwide",2011,37108.2012919848,27695.3646533305,49720.1831556628,10.5215932832487,0.149274654238106,34990.704198498,"index"
"Coastwide",2012,37289.9380773615,26769.0156789668,51945.8577965584,10.5264788126019,0.169124763993077,35030.8100085273,"index"
"Coastwide",2013,15155.0063133076,10529.9557231903,21811.5082716423,9.6260862060743,0.185772192066989,13850.8506121127,"index"
"Coastwide",2014,31837.1906965276,23784.0759191501,42617.0314496407,10.3683904041727,0.148787860273932,29689.1179627395,"index"
"Coastwide",2015,19681.1448116766,14256.0541747695,27170.7343665765,9.88741634023939,0.164533324561852,18361.1958995835,"index"
"Coastwide",2016,24172.9056278555,16306.7747171244,35833.534014521,10.0929876827674,0.200846423000127,22394.0877201421,"index"
"Coastwide",2017,11458.3373133454,7707.55439184407,17034.3908471585,9.34647289364722,0.202308144454354,10571.5300345325,"index"
"Coastwide",2018,29076.5938094775,19760.8061650181,42784.1000261426,10.2776887930634,0.197061286745828,27055.757501409,"index"
"Coastwide",2019,23937.0775016332,14387.5278608747,39825.0265688356,10.0831838957049,0.259732786024737,21890.8014709718,"index"
"Coastwide",2021,12265.654459452,8612.65522612644,17468.0485133432,9.41455831519171,0.180396364151729,11264.057092197,"index"
"Coastwide",2022,25806.3424897398,17057.0625090949,39043.4937048892,10.1583755736334,0.211256919283853,23809.2069780939,"index"
"Coastwide",2023,13545.8570870866,10021.1554818888,18310.2881254958,9.51383602952627,0.153769327579214,12423.4084946964,"index"
"Coastwide",2024,10104.0609486531,6975.79903698301,14635.1761443878,9.22069269614328,0.189029258529102,9293.23330456199,"index"
"Coastwide",2025,18000.3533844029,12853.8081191511,25207.5275249079,9.79814666915242,0.171815030124982,16505.9212016171,"index"
