"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,45886.5344366552,40110.8776336332,52493.8412427258,10.7339269856149,0.0686360297853785,41640.7206157918,"index"
"Coastwide",2004,60290.9937364226,52526.3244980116,69203.4700783787,11.0069380139554,0.0703422476749172,54831.5144137578,"index"
"Coastwide",2005,49655.9850658779,44242.4309387638,55731.9478279912,10.8128742073418,0.0588962984415614,45290.411436422,"index"
"Coastwide",2006,57822.5279806156,51369.4309658351,65086.2717224324,10.9651337361749,0.0603762063370473,52786.9016885462,"index"
"Coastwide",2007,56328.2993673432,50304.4958191022,63073.4342518187,10.9389523409012,0.0577064729751378,51444.7217513031,"index"
"Coastwide",2008,56364.6581302487,50215.8719062138,63266.3451920804,10.9395976121759,0.0589353600111826,51402.6609735741,"index"
"Coastwide",2009,47236.1554017935,41867.1411957359,53293.6884013859,10.7629148826174,0.0615614904111405,42926.0496792018,"index"
"Coastwide",2010,57518.4087525539,51288.4765755652,64505.0811862492,10.959860327766,0.058490334975892,52468.2832006035,"index"
"Coastwide",2011,55727.2548169182,49798.9703446122,62361.2678723932,10.9282246207269,0.0573862757816639,50920.5131555545,"index"
"Coastwide",2012,62239.0151561228,55692.0295821502,69555.6444372363,11.0387373354,0.0567076824235196,56891.3085950022,"index"
"Coastwide",2013,68047.9335562941,59494.2229267596,77831.443684578,11.1279676410689,0.068538579778271,62107.4178465781,"index"
"Coastwide",2014,61173.4097402344,54724.9351970113,68381.7357804926,11.0214678927173,0.056834286426973,55935.7165493945,"index"
"Coastwide",2015,52482.2310655739,47035.9616831382,58559.121128966,10.8682299353968,0.0559001114032744,48030.3592963491,"index"
"Coastwide",2016,62664.340538597,55919.1091474585,70223.2141213522,11.0455478333901,0.0581063674368872,57215.8637904386,"index"
"Coastwide",2017,56864.4706289776,50842.8919701921,63599.2150448409,10.948426007316,0.0571083962545443,51946.9529351418,"index"
"Coastwide",2018,60874.2048049985,54413.389836973,68102.1495213476,11.016564797548,0.0572455714322284,55566.1194706028,"index"
"Coastwide",2019,53752.9090257434,46136.7992368355,62626.2609570666,10.8921530659346,0.0779539361427159,48992.5048574069,"index"
"Coastwide",2021,56485.8832712263,50475.0514998822,63212.5161662896,10.9417460323093,0.0574049164737297,51568.2622531722,"index"
"Coastwide",2022,69947.9864618827,62116.9846451179,78766.2317806386,11.1555071942881,0.0605788983605624,63807.3114999305,"index"
"Coastwide",2023,65814.1246580348,58729.1348544044,73753.8364091619,11.0945897547336,0.0581125664151027,60170.0755380265,"index"
"Coastwide",2024,59276.8752448524,52779.9792365242,66573.499831206,10.9899745467867,0.0592293180087862,54050.8545444789,"index"
"Coastwide",2025,69064.1746153773,61921.7580336141,77030.4391666985,11.1427914182247,0.055697206280057,63138.1256406342,"index"
