"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,16723.4841971435,14123.3060654442,19802.3693883116,9.72456924992617,0.086219760672304,12923.6709635466,"index"
"Coastwide",2004,20839.3263611686,17833.8615811578,24351.2893273842,9.94459717102474,0.0794621263975237,16266.4894109033,"index"
"Coastwide",2005,21798.1830356941,18992.446477312,25018.4084617661,9.98958189831712,0.0702999004708916,17199.3713626433,"index"
"Coastwide",2006,20129.0358932522,17304.1858852638,23415.0331415987,9.90991862346066,0.0771518837841243,15706.0655096314,"index"
"Coastwide",2007,16183.7785424794,13987.6858390148,18724.6618866345,9.69176469502184,0.0744054776324018,12673.4526187613,"index"
"Coastwide",2008,14833.947413015,12768.3350026943,17233.7267001266,9.60467357725955,0.0765065181897474,11575.4152062171,"index"
"Coastwide",2009,16623.5267934036,14360.1884938466,19243.5944116903,9.718574247667,0.0746744736091858,13039.3611919415,"index"
"Coastwide",2010,23221.3216021282,20293.430637432,26571.6421527484,10.0528261701752,0.0687633408074195,18313.2004822341,"index"
"Coastwide",2011,28251.1657441349,24781.780137509,32206.2564300841,10.2488900010023,0.0668512338803272,22358.767985396,"index"
"Coastwide",2012,35217.1220502633,30774.1832942934,40301.4979680429,10.4692876652039,0.0688054747570392,27726.6723793746,"index"
"Coastwide",2013,53029.0578919961,45208.8041544844,62202.0651398658,10.8785953044066,0.0814036261041182,41308.6435215049,"index"
"Coastwide",2014,58723.9306372339,51479.447652094,66987.89879783,10.9806025996931,0.0671770851137839,46701.4264930337,"index"
"Coastwide",2015,50178.7882915123,43862.3548705666,57404.8247485688,10.8233476723892,0.0686420578645284,39587.3454647183,"index"
"Coastwide",2016,57927.5006380742,50610.2798792183,66302.6432215398,10.966947518642,0.0688979621040689,45839.0827205735,"index"
"Coastwide",2017,65351.6184488596,57103.7244303491,74790.8140229028,11.0875374846043,0.0688343590497479,52123.9939870262,"index"
"Coastwide",2018,41450.763066103,36022.2522104271,47697.3440951276,10.6322615697089,0.0716183702237214,32622.1151379288,"index"
"Coastwide",2019,50100.6342621018,41078.4269188342,61104.422484933,10.821788946915,0.101303176123081,38610.5495376362,"index"
"Coastwide",2021,59846.2515108802,51664.2025403508,69324.0898687297,10.9995340776275,0.0750083498771542,47399.6561070171,"index"
"Coastwide",2022,52684.2007913619,45533.8883641865,60957.3465552665,10.8720708943516,0.0744191059506345,41258.7734323644,"index"
"Coastwide",2023,53191.7543468677,45905.0171207008,61635.1524945107,10.8816586698371,0.075169225282743,42105.5043592577,"index"
"Coastwide",2024,42824.6194888547,37253.8653987467,49228.3958922258,10.6648684378955,0.0711020465053495,33734.2899835646,"index"
"Coastwide",2025,66169.0170627249,57630.3774182482,75972.7597699337,11.0999676121689,0.0704923763192907,52484.3713920154,"index"
