"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,3326.65479538043,2315.72817107575,4778.89946922689,8.10972251210812,0.184821278943283,2526.40189874496,"index"
"Coastwide",2004,1949.95393234677,1345.58409347739,2825.77681819076,7.57556102684118,0.189277742732051,1468.70903033532,"index"
"Coastwide",2005,1709.00039243935,1143.32445858486,2554.55248895216,7.44366391274655,0.205089698905768,1308.79762122947,"index"
"Coastwide",2006,1051.25731521647,719.02919031536,1536.9917628955,6.95774216985174,0.193799588900336,801.28995238634,"index"
"Coastwide",2007,423.115938714029,241.818099766271,740.33787283455,6.04764622828575,0.285444244401325,310.864201266291,"index"
"Coastwide",2008,206.422931827927,119.959367421669,355.207164728177,5.32992713125331,0.276930624701053,154.215629576871,"index"
"Coastwide",2009,517.935885552914,336.509046993947,797.177918215988,6.24985146153509,0.220017526160808,386.495247420056,"index"
"Coastwide",2010,742.624075422804,521.679050022071,1057.14522631155,6.61018996166292,0.180175458509718,562.287171315141,"index"
"Coastwide",2011,1240.29554759776,843.15415297722,1824.49797579588,7.12310497503637,0.196919522209072,939.655702567841,"index"
"Coastwide",2012,782.427190989557,521.124842695948,1174.75172749919,6.66240087142649,0.207356482203771,588.086857648998,"index"
"Coastwide",2013,1397.67633244521,894.284988769285,2184.42571977631,7.24256637413236,0.227831671345227,1054.19828208809,"index"
"Coastwide",2014,2216.13284126233,1666.93157253984,2946.27857017453,7.70351899248848,0.145298159095236,1683.31485953934,"index"
"Coastwide",2015,3489.97111675047,2687.73105630143,4531.66560962137,8.1576487391595,0.133265763065907,2659.77733180309,"index"
"Coastwide",2016,3829.01261660049,2781.58126587535,5270.86438133306,8.25036224648375,0.163057792567174,2910.01186583077,"index"
"Coastwide",2017,2558.12771678139,1920.26649563693,3407.86939220882,7.84703090926668,0.146335165507168,1989.45355436829,"index"
"Coastwide",2018,2031.9309371348,1482.67743537998,2784.65378562086,7.61674182049027,0.160787143370523,1562.56635542514,"index"
"Coastwide",2019,1628.01547084651,1007.07533638831,2631.8134081417,7.3951170494943,0.245061312689053,1222.98246281999,"index"
"Coastwide",2021,1107.21712395985,748.94377374289,1636.87823114312,7.009605050748,0.199463429719278,839.460305892659,"index"
"Coastwide",2022,1209.50566761418,741.459028672959,1973.00714323903,7.09796701595409,0.249671480913982,911.144641864728,"index"
"Coastwide",2023,1376.24698278711,995.839206350264,1901.96946008214,7.22711549569088,0.165069201831439,1060.82866193771,"index"
"Coastwide",2024,1381.58291682259,959.31457454386,1989.7241287756,7.23098516197793,0.186108581714766,1053.14958929059,"index"
"Coastwide",2025,1194.36550823563,811.471257286475,1757.92913729704,7.0853703679075,0.197208420087964,906.778117814023,"index"
