"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name","family","formula","min_depth","max_depth","min_latitude","max_latitude","anisotropy","knots","spatiotemporal1","spatiotemporal2","share_range"
2003,405.04146755806,160.837960464537,1020.02406625742,6.00398945089739,0.471229092349546,339.764245210047,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2004,2013.97312932653,828.340298846467,4896.64425514218,7.60786473124637,0.45329438671161,1699.77628892282,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2005,449.950574020019,171.541164744004,1180.21536908109,6.10913774122093,0.492006222237515,375.607766418716,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2006,661.174696680666,278.594988783913,1569.13080683529,6.49401809643158,0.440956583488677,555.698152485135,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2007,771.800073163191,323.911011772545,1839.00926885746,6.64872554389904,0.442996263045149,647.510855676706,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2008,1226.47062172583,638.524661236762,2355.79027291285,7.11189591047716,0.333034493078641,1033.35204938704,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2009,1597.35989723495,809.567455030074,3151.75545341019,7.37610748114433,0.34674483184705,1346.5474548882,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2010,619.221663687585,300.279332213119,1276.92927100252,6.42846330823906,0.36926707078611,520.054864180241,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2011,647.880807361502,325.419912285962,1289.87048640877,6.47370674017643,0.351328064922534,546.950552248237,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2012,546.924839447648,263.781038716505,1133.99652022114,6.30431138794932,0.372043585237985,458.86422861161,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2013,661.732908316627,269.854387787931,1622.69157651535,6.49486201276705,0.457651013391091,557.310132642942,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2014,1758.533203369,776.472018131078,3982.67929190103,7.47223533337866,0.417086606579405,1468.75131650773,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2015,858.736109100601,416.000720982497,1772.65968032845,6.75546166768591,0.369789792063565,721.217051965613,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2016,1037.5451742618,493.470075194004,2181.48990738848,6.94461279261411,0.379165423112749,871.120835824983,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2017,1432.21271043897,707.031222663186,2901.19188826841,7.26697587729883,0.360160215066559,1210.21834245294,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2018,1788.18090801927,965.591902373186,3311.53456439075,7.48895412959691,0.314400086337463,1509.51330550567,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2019,1013.79841711793,332.931961851023,3087.07888794027,6.9214593647014,0.568133508138866,854.292369031124,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2021,2463.87170210941,1188.78259221455,5106.62235821157,7.80948925434867,0.37184572236962,2077.74285765567,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2022,2230.47825237129,1077.14094953992,4618.73929909202,7.70997130440704,0.371387315883207,1879.40368554951,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2023,1136.68851483226,557.350737303521,2318.21848124326,7.03587450268478,0.363618809630227,956.858833129572,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2024,2666.69069681787,968.050290661054,7345.93991768643,7.88859354325996,0.517004145057519,2233.3278645272,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
2025,881.913839642691,394.035199487154,1973.86431863347,6.78209436375512,0.411055573471079,742.166944002524,"index","Coastwide",4,"blackgill rockfish","delta_gamma","catch_weight ~ 0 + fyear",-183,-850,35,49,TRUE,200,"off","off",FALSE
