"year","mean_depth","ci_lower","ci_upper"
2003,-279.096329931033,-280.996943867479,-276.60869324055
2004,-287.947395254458,-289.822083368158,-286.186804807106
2005,-315.913731603889,-317.941528266603,-313.949069559976
2006,-282.935969108789,-284.736158342478,-280.825059983484
2007,-280.871746459609,-282.766979392803,-278.840535847074
2008,-277.221709278038,-279.819022987896,-274.84314563959
2009,-269.299852350997,-271.518355713832,-267.088364295747
2010,-282.730611630343,-284.849086821793,-280.701574577607
2011,-289.275196412288,-291.791198390862,-286.92107994571
2012,-284.121041676072,-286.201317226939,-281.956025576504
2013,-275.521987617429,-277.518376466431,-273.687960580944
2014,-304.744413576907,-306.944778157548,-302.474472564113
2015,-255.327197269966,-257.254935529644,-253.34073899657
2016,-289.155565731615,-291.17108941672,-287.302137189437
2017,-285.406578799848,-287.457632509401,-283.059070946011
2018,-282.787657014787,-284.94644126058,-280.343815058358
2019,-284.99942983928,-287.266998159846,-282.829845833107
2021,-288.024476368517,-290.447515754207,-285.739111266927
2022,-280.883118230368,-282.977139018569,-278.978423151009
2023,-301.897690475268,-304.017748633684,-299.760234058788
2024,-329.053439500296,-331.188685087071,-326.626423261955
2025,-260.871449554965,-262.915515980867,-258.680539659442
