"year","mean_depth","ci_lower","ci_upper"
2003,-256.851850312685,-258.59767600164,-255.173463184559
2004,-255.785945612684,-257.540531351315,-254.112678829793
2005,-255.269001149225,-257.099399888259,-253.566010213957
2006,-255.6674743162,-257.398622928438,-253.953715600391
2007,-254.723796656775,-256.264174632482,-253.018986837292
2008,-254.084110300948,-255.778539014836,-252.483568572417
2009,-255.13423076501,-257.001709943638,-253.681598067366
2010,-255.4398672927,-257.360883656349,-253.570959741039
2011,-256.052715828674,-257.93805250457,-254.195357395573
2012,-255.386497826082,-257.169669081536,-253.83641252666
2013,-256.575828034368,-258.693697660548,-254.944045666986
2014,-256.709718404377,-258.570248226074,-254.899596204968
2015,-256.403049323699,-258.194397678647,-254.609245899503
2016,-256.343303266248,-258.188387582066,-254.531623927655
2017,-256.360186693734,-258.239045690337,-254.798179875146
2018,-256.188432946785,-257.983305616135,-254.414407184765
2019,-257.238575208146,-258.748317622224,-255.68215834398
2021,-256.871701904738,-258.450600224081,-255.431908420236
2022,-255.175476370148,-257.01776618956,-253.410857004855
2023,-255.413342373269,-256.907019173381,-253.595653341872
2024,-255.751075155529,-257.334821458665,-254.286952551361
2025,-254.997747970128,-256.646885093901,-253.198771909396
