"year","mean_depth","ci_lower","ci_upper"
2003,-557.963175695465,-562.344588773188,-553.135710674162
2004,-550.558914898635,-557.954040648622,-543.944791931825
2005,-651.310784370252,-655.69659610211,-647.242151797827
2006,-645.045002511918,-651.095041935315,-638.897286672963
2007,-705.775120170159,-709.186672704532,-702.332398509398
2008,-703.298892915683,-707.39553437804,-699.312348761276
2009,-670.672082300391,-674.704123414122,-666.490639303798
2010,-642.63359721866,-647.856590640083,-637.695970336765
2011,-692.817386556435,-696.587912394308,-688.766291384939
2012,-672.229625838695,-676.31924214255,-668.023969613518
2013,-710.738693423672,-714.093672300569,-707.887806715645
2014,-590.415320106434,-596.25235563112,-585.355756476515
2015,-693.730425976272,-698.800925559614,-687.642839958829
2016,-619.674032821226,-624.625525995219,-614.744909998952
2017,-242.165524667463,-246.46006794499,-237.086755113403
2018,-476.399000569912,-482.974874800887,-469.688102097797
2019,-590.026796863435,-595.801155111918,-583.484131935647
2021,-395.822709884818,-401.868130184678,-390.153791623759
2022,-520.38069180616,-526.204742954703,-514.845663177228
2023,-497.013442181874,-503.610837035604,-490.8545619778
2024,-394.153071757501,-399.065561997645,-388.093376877895
2025,-533.530580857135,-538.572571426316,-528.683778444886
