"year","mean_depth","ci_lower","ci_upper"
2003,-590.527587451623,-597.77300500818,-583.019681270953
2004,-616.345303578173,-622.273822013687,-611.160580650411
2005,-573.810403991835,-578.261652842459,-569.249363750943
2006,-566.244744492687,-571.360917772353,-561.407646641447
2007,-622.243181126857,-628.19279329481,-615.958199267266
2008,-579.534289434304,-585.124767908535,-574.355394901728
2009,-635.18226250403,-640.133926222375,-629.991350521717
2010,-595.172168148244,-600.118409007575,-590.360781039587
2011,-596.379433522827,-602.255610228269,-590.778646251665
2012,-587.687494109037,-592.273634082583,-582.760918701902
2013,-624.13563341416,-628.929166593204,-619.154808634511
2014,-620.282922774184,-625.782269961263,-615.693742093269
2015,-571.438664492739,-576.16194471577,-566.862907812577
2016,-552.119626650194,-557.138798422099,-547.890476312077
2017,-713.573613744485,-719.134085510661,-708.36342631106
2018,-577.439338385167,-581.751223083996,-572.675961488861
2019,-566.621243227561,-571.038645910613,-562.321874426346
2021,-551.386078043584,-555.361765736213,-546.724763782679
2022,-573.16756356427,-577.532054588842,-568.369480315443
2023,-596.912294635504,-601.406598417767,-592.355796540135
2024,-579.322342176731,-584.439315923289,-574.640593455584
2025,-576.337654596274,-579.947553031076,-572.20640341318
