"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,53198.4346457964,39354.4575585318,71912.3988573317,10.8817842509456,0.153788399243017,49303.418664606,"index"
"Coastwide",2004,47847.4440184715,34904.4611998318,65589.8363820556,10.7757729789125,0.160922880881364,44262.8371824488,"index"
"Coastwide",2005,47729.1219117667,37855.6546735389,60177.7752389698,10.7732970128428,0.1182477688574,44340.7007939538,"index"
"Coastwide",2006,52264.8090720495,41099.8751283123,66462.7388479844,10.8640785568854,0.122613576852369,48209.3432191704,"index"
"Coastwide",2007,37793.5804948692,29456.2525740182,48490.7142560976,10.5398945390072,0.127162061607564,34907.0766220697,"index"
"Coastwide",2008,42720.8913385851,34122.7915052752,53485.4997569895,10.6624433380837,0.114656456576452,39552.1568997828,"index"
"Coastwide",2009,19845.3773571894,15165.9128779355,25968.6974083989,9.89572638026386,0.137206993447405,18045.6727665778,"index"
"Coastwide",2010,24466.2992571985,18925.2370212917,31629.7121494089,10.105051909086,0.131022972177933,22623.0407902551,"index"
"Coastwide",2011,32367.0907121165,24240.4253657605,43218.2416504186,10.3848974668267,0.147513158907788,30017.929039725,"index"
"Coastwide",2012,33952.4042641784,24160.9303977666,47711.9769950896,10.4327149482755,0.173586244344559,31389.1676663751,"index"
"Coastwide",2013,12549.378983952,8805.88925121832,17884.2713540903,9.43742645998515,0.180743346845527,11230.242673906,"index"
"Coastwide",2014,29099.4074456208,21750.1653402687,38931.9115711967,10.2784730902588,0.148521327032322,26691.3909387681,"index"
"Coastwide",2015,16682.4258150542,12130.2571643925,22942.9044498517,9.72211109789565,0.162580995367213,15304.0062196148,"index"
"Coastwide",2016,20618.3475474975,13896.5142744903,30591.57477856,9.93393661602301,0.201301300985225,18760.1156669266,"index"
"Coastwide",2017,9620.13595810769,6455.70246098493,14335.7003225884,9.17161367641931,0.203521369722117,8699.14050989564,"index"
"Coastwide",2018,25485.935649891,17108.6683049513,37965.1358231317,10.1458820358491,0.203341238167408,23289.2022250013,"index"
"Coastwide",2019,24940.2096749335,14548.2369352128,42755.2879018702,10.1242366263732,0.275010938060541,22472.1473894181,"index"
"Coastwide",2021,10147.4585616583,7207.12687063027,14287.3737494742,9.22497856510366,0.174571017236524,9131.20325652708,"index"
"Coastwide",2022,22082.5305148943,14519.0744247262,33586.0358364706,10.002542100477,0.213944522598962,19959.3803080645,"index"
"Coastwide",2023,11382.9997519068,8536.01335424574,15179.5314714993,9.33987627153016,0.146853164832801,10232.61875402,"index"
"Coastwide",2024,9325.69886602938,6294.1285359624,13817.426645,9.14052918712245,0.200593832756403,8424.37616437947,"index"
"Coastwide",2025,15299.7915327735,10959.8232603138,21358.3390339843,9.63559448197878,0.170208764100767,13768.5275737038,"index"
